occurrence_id,context_id,selected_word,source_file,sentence_index,match_index_in_sentence,target_text,target_start,target_end,previous_sentence,sentence_text,next_sentence,context,context_word_count,cluster_id,weak_label,weak_label_reason,model_text,split,predicted_label,prediction_probability
2055,A10228(1):10748,trade,A10228(1).txt,10748,1,trade,591,596,by which name be signify a kingdom in the continent and a island also with a safe harbour which with two other island be in the mouth of the river moghincat in fifteen degree south Mosambique be inhabit by portugall which have there a strong castle here the Portugal ship winter in this island be sheep with tail of five and twenty pound weight a beast common in Africa hen black both in feather flesh and bone and sodden look,like ink yet sweet than other in taste pork very good but for the decree sauce there be some mahometans as they be all before the portugall arrival there they have trade in the continent in Sena Sofala Cuama a people for the most part differ in speech and behaviour each village fight with her neighbour captive they and some as at eat they their chief ^^^^^ be by hunt and by flesh of elephant in every village be a,new king.,by which name be signify a kingdom in the continent and a island also with a safe harbour which with two other island be in the mouth of the river moghincat in fifteen degree south Mosambique be inhabit by portugall which have there a strong castle here the Portugal ship winter in this island be sheep with tail of five and twenty pound weight a beast common in Africa hen black both in feather flesh and bone and sodden look like ink yet sweet than other in taste pork very good but for the decree sauce there be some mahometans as they be all before the portugall arrival there they have trade in the continent in Sena Sofala Cuama a people for the most part differ in speech and behaviour each village fight with her neighbour captive they and some as at eat they their chief ^^^^^ be by hunt and by flesh of elephant in every village be a new king.,162,3,commercial_exchange,ship,by which name be signify a kingdom in the continent and a island also with a safe harbour which with two other island be in the mouth of the river moghincat in fifteen degree south mosambique be inhabit by portugall which have there a strong castle here the portugal winter in this island be sheep with tail of five and twenty pound weight a beast common in africa hen black both in feather flesh and bone and sodden look like ink yet sweet than other in taste pork very good but for the decree sauce there be some mahometans as they be all before the portugall arrival there they have in the continent in sena sofala cuama a people for the most part differ in speech and behaviour each village fight with her neighbour captive they and some as at eat they their chief ^^^^^ be by hunt and by flesh of elephant in every village be a new king.,test,occupation_or_craft,0.5217152061660083
2686,A10821:2372,trade,A10821.txt,2372,1,trade,351,356,"I finde some Authors to have left for a re∣membrance behind them, a touch of the trade of this Countrey in The trade of Egypt in times past settled in Alexandria.","times past practised by the commodiousnesse of the red Seas, which entreth into the heart of this Country, and because that Galuano relateth the beginning, continuance, and period of this trade, I will briefly follow his words.",Ptol:,"I finde some Authors to have left for a re∣membrance behind them, a touch of the trade of this Countrey in The trade of Egypt in times past settled in Alexandria. times past practised by the commodiousnesse of the red Seas, which entreth into the heart of this Country, and because that Galuano relateth the beginning, continuance, and period of this trade, I will briefly follow his words. Ptol:",69,2,occupation_or_craft,follow,"i finde some authors to have left for a re∣membrance behind them, a touch of the of this countrey in the of egypt in times past settled in alexandria. times past practised by the commodiousnesse of the red seas, which entreth into the heart of this country, and because that galuano relateth the beginning, continuance, and period of this , i will briefly his words. ptol:",test,commercial_exchange,0.5251777246066298
3903,A12470:112,trade,A12470.txt,112,1,trade,328,333,"baskets litle & great, of which hauing la∣ded my barge, with many signes of great kindnes I returned:","at my departure they requested me to hear our pieces, being in the midst of the riuer, which in regard of y • eccho séemed a peale of ordnance, many birds and fowles they see vs dayly kil that much feared them, so desirous of trade wer they, y t they would follow me with their canowes, & for any thing giue it me, ra∣ther then returne it back:",so I vnladed again 7 or 8.,"baskets litle & great, of which hauing la∣ded my barge, with many signes of great kindnes I returned: at my departure they requested me to hear our pieces, being in the midst of the riuer, which in regard of y • eccho séemed a peale of ordnance, many birds and fowles they see vs dayly kil that much feared them, so desirous of trade wer they, y t they would follow me with their canowes, & for any thing giue it me, ra∣ther then returne it back: so I vnladed again 7 or 8.",94,3,occupation_or_craft,follow,"baskets litle & great, of which hauing la∣ded my barge, with many signes of great kindnes i returned: at my departure they requested me to hear our pieces, being in the midst of the riuer, which in regard of y • eccho séemed a peale of ordnance, many birds and fowles they see vs dayly kil that much feared them, so desirous of wer they, y t they would me with their canowes, & for any thing giue it me, ra∣ther then returne it back: so i vnladed again 7 or 8.",test,commercial_exchange,0.5312229926391382
2150,A10231(1):10012,trade,A10231(1).txt,10012,1,trade,485,490,their senior and all obey their commander with much silence some be marry a breach of their first institution and live in private house many of they undertake to guard such christian as will be at the charge both about the city and in their travel from violence and incivility wherein they be most faithful this appear in one of they of late strike by a swagger Englishman as they travel through Morea who yet with much patience and fidelity,he bring safe to zante they be all of some trade receive but five asper a day to which pension his elder son be admit from his birth two growne yearly one of violet the other of stammel they bear in their hand a great tough reed tip with silver wherewith they strike such as displease they no justice may be public administer on they but private be by their aga correct and sometime throw into the sea in the,night they be most tumultuous when the emperor be die or dead for which cause it be by all industry conceal from they till the next be establish who must bestow a largesse present and increase their pension a Asper a day they have late admit beside renegado natural Turk of which one be now bassa of the port which be never before know he have also in pay other call Topegi six thousand which be gunner and twelve thousand,their senior and all obey their commander with much silence some be marry a breach of their first institution and live in private house many of they undertake to guard such christian as will be at the charge both about the city and in their travel from violence and incivility wherein they be most faithful this appear in one of they of late strike by a swagger Englishman as they travel through Morea who yet with much patience and fidelity he bring safe to zante they be all of some trade receive but five asper a day to which pension his elder son be admit from his birth two growne yearly one of violet the other of stammel they bear in their hand a great tough reed tip with silver wherewith they strike such as displease they no justice may be public administer on they but private be by their aga correct and sometime throw into the sea in the night they be most tumultuous when the emperor be die or dead for which cause it be by all industry conceal from they till the next be establish who must bestow a largesse present and increase their pension a Asper a day they have late admit beside renegado natural Turk of which one be now bassa of the port which be never before know he have also in pay other call Topegi six thousand which be gunner and twelve thousand,240,2,commercial_exchange,port,their senior and all obey their commander with much silence some be marry a breach of their first institution and live in private house many of they undertake to guard such christian as will be at the charge both about the city and in their travel from violence and incivility wherein they be most faithful this appear in one of they of late strike by a swagger englishman as they travel through morea who yet with much patience and fidelity he bring safe to zante they be all of some receive but five asper a day to which pension his elder son be admit from his birth two growne yearly one of violet the other of stammel they bear in their hand a great tough reed tip with silver wherewith they strike such as displease they no justice may be public administer on they but private be by their aga correct and sometime throw into the sea in the night they be most tumultuous when the emperor be die or dead for which cause it be by all industry conceal from they till the next be establish who must bestow a largesse present and increase their pension a asper a day they have late admit beside renegado natural turk of which one be now bassa of the which be never before know he have also in pay other call topegi six thousand which be gunner and twelve thousand,test,occupation_or_craft,0.5325218451648259
4478,A16053:11595,trade,A16053.txt,11595,1,trade,53,58,What did his Gentilitie or his Office cost him?,What trade was his Father of?,and of what occupation his Mother?,What did his Gentilitie or his Office cost him? What trade was his Father of? and of what occupation his Mother?,21,3,occupation_or_craft,occupation,what did his gentilitie or his office cost him? what was his father of? and of what his mother?,test,commercial_exchange,0.5344890453713933
3578,A10821:13409,trade,A10821.txt,13409,1,trade,152,157,Munster 1.,"the first ground that ever I trod on out of my native soyle, being about 13 or 14 yeares old, and then began to be imployed by my Parents in trade of merchandising.","Connaght is the second Province, the chiefe Cities are Dunrat∣tie and Gall aie;","Munster 1. the first ground that ever I trod on out of my native soyle, being about 13 or 14 yeares old, and then began to be imployed by my Parents in trade of merchandising. Connaght is the second Province, the chiefe Cities are Dunrat∣tie and Gall aie;",48,1,occupation_or_craft,parents,"munster 1. the first ground that ever i trod on out of my native soyle, being about 13 or 14 yeares old, and then began to be imployed by my in of merchandising. connaght is the second province, the chiefe cities are dunrat∣tie and gall aie;",test,commercial_exchange,0.5375363495785304
1189,A06786:5130,trade,A06786.txt,5130,1,trade,372,377,"Others would haue all things at large in the course of trafficke, and that there should be no Societies or Corporations of Merchants for any places of trade;","but that by way of partenership, Merchants might associate themselues to make or enterprise some voyages, or in sending of commodities in copartnership, without regard had that innouations are dangerous, where the trade hath beene carried alwayes by Companies or Societies, whereof some are of great antiquitie.","This is more considerable in the gouernements of Monarchies (and especially in Islands) than in State or popular gouernements, where the ouerballancing of forraine commodities is not respected;","Others would haue all things at large in the course of trafficke, and that there should be no Societies or Corporations of Merchants for any places of trade; but that by way of partenership, Merchants might associate themselues to make or enterprise some voyages, or in sending of commodities in copartnership, without regard had that innouations are dangerous, where the trade hath beene carried alwayes by Companies or Societies, whereof some are of great antiquitie. This is more considerable in the gouernements of Monarchies (and especially in Islands) than in State or popular gouernements, where the ouerballancing of forraine commodities is not respected;",103,2,commercial_exchange,"commodities, merchants","others would haue all things at large in the course of trafficke, and that there should be no societies or corporations of for any places of ; but that by way of partenership, might associate themselues to make or enterprise some voyages, or in sending of in copartnership, without regard had that innouations are dangerous, where the hath beene carried alwayes by companies or societies, whereof some are of great antiquitie. this is more considerable in the gouernements of monarchies (and especially in islands) than in state or popular gouernements, where the ouerballancing of forraine is not respected;",test,occupation_or_craft,0.5429785127431063
7136,Wealth_Nations:20671,trade,Wealth_Nations.txt,20671,1,trade,103,108,"repeal of the law of settlements, so that a poor workman, when thrown out","of employment, either in one trade or in one place, may seek for it in","another trade or in another place, without the fear either of a","repeal of the law of settlements, so that a poor workman, when thrown out of employment, either in one trade or in one place, may seek for it in another trade or in another place, without the fear either of a",41,2,occupation_or_craft,workman,"repeal of the law of settlements, so that a poor , when thrown out of employment, either in one or in one place, may seek for it in another or in another place, without the fear either of a",test,commercial_exchange,0.5519505688633788
3838,A12461:8363,trade,A12461.txt,8363,1,Trade,298,303,"and from which (few would thinke it) they should draw so many millions yeerely as they doe, as more in particular in the trials of New England you may see;","and such an incredible number of ships, that breeds them so many Sailers, Mariners, Souldiers, and Merchants, neuer to be wrought out of that Trade, and fit for any other.","I will not deny but others may gaine as well as they that will vse it, though not so certainly, nor so much in quantitie, for want of experience:","and from which (few would thinke it) they should draw so many millions yeerely as they doe, as more in particular in the trials of New England you may see; and such an incredible number of ships, that breeds them so many Sailers, Mariners, Souldiers, and Merchants, neuer to be wrought out of that Trade, and fit for any other. I will not deny but others may gaine as well as they that will vse it, though not so certainly, nor so much in quantitie, for want of experience:",89,3,commercial_exchange,merchants,"and from which (few would thinke it) they should draw so many millions yeerely as they doe, as more in particular in the trials of new england you may see; and such an incredible number of ships, that breeds them so many sailers, mariners, souldiers, and , neuer to be wrought out of that , and fit for any other. i will not deny but others may gaine as well as they that will vse it, though not so certainly, nor so much in quantitie, for want of experience:",test,occupation_or_craft,0.5528285721098122
6093,A71305:9988,trade,A71305.txt,9988,1,trade,616,621,come again sudden in the cold air die from dansk he go to marienberg a town also stand on the vistle whereby it run in another channel and betwixt both these make a island wherein stand Nerdeich which island be compass with a wall to fortify it against the come down of the vistle in the spring at the thaw of the snow high wall etc.,this wall seem in some place as high as Paul steeple and otherwhere as high as Paul church where yet it have sometime be overflow full it be of hoffe and village belong to the lord of dansk HONDIUS his map of BORUSSIA or Prussia Prussia thence he go to elbing a fair town where our trade be now for flax which be before at dansk thence remove for their insolence here our man only pay custom other be free and this they do voluntary and have in this respect very much authority among the lord there the town still flourish with building etc.,HONDIUS his map of livonia or LIEFLAND livonia the momese be almost saluadoe retain still their old superstition as to worship the sun idolatry or the first beast they meet with and especial they have in religious reckon their leave this which they call se-leave or the grove be a company of tree which it be religious to touch and he know a Dutchman Martin Yekell of derpt who break a bough be swell a year together as big as,come again sudden in the cold air die from dansk he go to marienberg a town also stand on the vistle whereby it run in another channel and betwixt both these make a island wherein stand Nerdeich which island be compass with a wall to fortify it against the come down of the vistle in the spring at the thaw of the snow high wall etc. this wall seem in some place as high as Paul steeple and otherwhere as high as Paul church where yet it have sometime be overflow full it be of hoffe and village belong to the lord of dansk HONDIUS his map of BORUSSIA or Prussia Prussia thence he go to elbing a fair town where our trade be now for flax which be before at dansk thence remove for their insolence here our man only pay custom other be free and this they do voluntary and have in this respect very much authority among the lord there the town still flourish with building etc. HONDIUS his map of livonia or LIEFLAND livonia the momese be almost saluadoe retain still their old superstition as to worship the sun idolatry or the first beast they meet with and especial they have in religious reckon their leave this which they call se-leave or the grove be a company of tree which it be religious to touch and he know a Dutchman Martin Yekell of derpt who break a bough be swell a year together as big as,250,0,commercial_exchange,company,come again sudden in the cold air die from dansk he go to marienberg a town also stand on the vistle whereby it run in another channel and betwixt both these make a island wherein stand nerdeich which island be compass with a wall to fortify it against the come down of the vistle in the spring at the thaw of the snow high wall etc. this wall seem in some place as high as paul steeple and otherwhere as high as paul church where yet it have sometime be overflow full it be of hoffe and village belong to the lord of dansk hondius his map of borussia or prussia prussia thence he go to elbing a fair town where our be now for flax which be before at dansk thence remove for their insolence here our man only pay custom other be free and this they do voluntary and have in this respect very much authority among the lord there the town still flourish with building etc. hondius his map of livonia or liefland livonia the momese be almost saluadoe retain still their old superstition as to worship the sun idolatry or the first beast they meet with and especial they have in religious reckon their leave this which they call se-leave or the grove be a of tree which it be religious to touch and he know a dutchman martin yekell of derpt who break a bough be swell a year together as big as,test,occupation_or_craft,0.5601860335143456
7440,Wealth_Nations:27265,trade,Wealth_Nations.txt,27265,1,trade,42,47,In its,"natural and free state, the colony trade tends to increase the quantity of","productive labor in Great Britain, but without altering in any respect","In its natural and free state, the colony trade tends to increase the quantity of productive labor in Great Britain, but without altering in any respect",26,2,occupation_or_craft,labor,"in its natural and free state, the colony tends to increase the quantity of productive in great britain, but without altering in any respect",test,commercial_exchange,0.5603516138565048
